pair_id	semantic_identity_id_a	semantic_identity_id_b	canonical_text_a	canonical_text_b	anchor_availability_class	current_query_id_a	current_query_id_b	material_hold_verified	provider_information_gain_class	terminal_search_only_disposition	why_no_current_search_call	carry_forward_state	reopen_trigger	evidence_refs	claim_boundary
M9PAIR_3d08ccceeb583f15	M8SID_e008cf0c1b28b363	M8SID_ee6b9436900836db	аналитика маркетплейсов с ии	отчет маркетплейса озон	ANCHOR_TO_ANCHOR	M9BRQ_007_e008cf0c1b28b363	M4QR2Q00033	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3d08ccceeb583f15 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00330 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3d273f1a00bd60a3	M8SID_544e197891683f4c	M8SID_c9ca51837b06e207	Аналитика продавца Wildberries: как читать отчёты и находить точки роста	Отчёт «Поисковые запросы на WB»	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3d273f1a00bd60a3 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00331 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3d55b7e09bc0243d	M8SID_2b25fa19b017655f	M8SID_f326261dec0f180d	Как сверить финансовые отчеты Wildberries?	аналитика показателей продавца	ANCHOR_TO_ANCHOR	M9BRW2Q_013_2b25fa19b017655f	M9BRQ_001_f326261dec0f180d	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3d55b7e09bc0243d | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00332 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3d8e8d0e997b38a5	M8SID_250abbb38cffed7a	M8SID_a0eeffff2d867dcb	Как скачать отчёт о продажах на Wildberries	Отчёт по возвратам Wildberries: разбор операций и удержаний	ANCHOR_TO_NONANCHOR	M9BRW2Q_012_250abbb38cffed7a	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3d8e8d0e997b38a5 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00333 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3d8f37db3a857ddd	M8SID_096b2cc4a0b3c4f5	M8SID_f326261dec0f180d	Как анализировать отчет о продажах на Wildberries	аналитика показателей продавца	ANCHOR_TO_ANCHOR	M9BRW2Q_016_096b2cc4a0b3c4f5	M9BRQ_001_f326261dec0f180d	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3d8f37db3a857ddd | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00334 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3da279f04edb67a7	M8SID_2a1f3b8d04a0da08	M8SID_c6b3851b9dcf0b07	Отчёт «Доходы и расходы» Wildberries: как читать и сверять	отчет о списаниях маркетплейс	ANCHOR_TO_NONANCHOR	NONE	M4QR2Q00034	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3da279f04edb67a7 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00335 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3df97845ed27d627	M8SID_b5ddcf597a798e80	M8SID_c65a5e24dfdb39bc	Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте	отчет маркетплейса вайлдберриз	ANCHOR_TO_NONANCHOR	NONE	M4QR2Q00032	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3df97845ed27d627 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00336 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3dfed9b308b0b894	M8SID_21a051e61744f9fa	M8SID_81a0551c95b1343e	Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы	Отчет по операциям с маркетплейса	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3dfed9b308b0b894 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00337 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3e073733ba1ca856	M8SID_7c14f16157d077b9	M8SID_d9a5cc3e810be381	Отчёт по рекламе Wildberries: где смотреть и как анализировать	отчеты для селлеров маркетплейсов	ANCHOR_TO_NONANCHOR	NONE	M4QR2Q00012	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3e073733ba1ca856 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00338 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3e38f97c7c091bee	M8SID_81d8f3590bddaaab	M8SID_c673d63396e872d3	Как построить воронку продаж на маркетплейсе	Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?	ANCHOR_TO_NONANCHOR	M9BRW2Q_018_81d8f3590bddaaab	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3e38f97c7c091bee | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00339 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3e3aa26aca792f86	M8SID_250abbb38cffed7a	M8SID_fec20a96bbee4f45	Как скачать отчёт о продажах на Wildberries	Статистика и аналитика продаж на Wildberries	ANCHOR_TO_NONANCHOR	M9BRW2Q_012_250abbb38cffed7a	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3e3aa26aca792f86 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00340 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3e50d1f8afd43159	M8SID_3584fdc5b76fc551	M8SID_544e197891683f4c	ии для аналитики маркетплейсов	Аналитика продавца Wildberries: как читать отчёты и находить точки роста	ANCHOR_TO_NONANCHOR	M4QR2Q00027	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3e50d1f8afd43159 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00341 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3f03d38449ba65e1	M8SID_3584fdc5b76fc551	M8SID_50e949b2f6a4c494	ии для аналитики маркетплейсов	Работа c маркетплейсом: отчеты и аналитика	ANCHOR_TO_NONANCHOR	M4QR2Q00027	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3f03d38449ba65e1 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00342 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3f259a54b0ae5142	M8SID_6abd740c63a2528a	M8SID_afe48225d34ce12b	аналитика маркетплейсов сервис	лучшие сервисы аналитики маркетплейсов	ANCHOR_TO_ANCHOR	M9BRQ_018_6abd740c63a2528a	M4QR2Q00030	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3f259a54b0ae5142 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00343 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3f3693bdf02916f9	M8SID_21a051e61744f9fa	M8SID_250abbb38cffed7a	Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы	Как скачать отчёт о продажах на Wildberries	ANCHOR_TO_NONANCHOR	NONE	M9BRW2Q_012_250abbb38cffed7a	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3f3693bdf02916f9 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00344 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3f736efb50f50c7b	M8SID_3e26a6dc912542f5	M8SID_6eb6592464294694	бесплатный сервис аналитики маркетплейсов	сервис для аналитики продаж на маркетплейсах	ANCHOR_TO_ANCHOR	M9BRQ_014_3e26a6dc912542f5	M9BRQ_019_6eb6592464294694	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3f736efb50f50c7b | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00345 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3f8f6554efc0f9f8	M8SID_3bf57790dda15865	M8SID_c8bd772d7a8b9ccb	Сверка отчетов с Wildberries	Как сверить отчёты маркетплейсов и найти скрытые удержания	ANCHOR_TO_NONANCHOR	M9BRQ_009_3bf57790dda15865	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3f8f6554efc0f9f8 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00346 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3fb5c977657ab95e	M8SID_3b92dfcc2a1d077e	M8SID_9ebe0f620e9744e6	сервис аналитика продаж на маркетплейсах	аналитика маркетплейсов лучшие сервисы	ANCHOR_TO_ANCHOR	M9BRQ_013_3b92dfcc2a1d077e	M9BRQ_024_9ebe0f620e9744e6	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3fb5c977657ab95e | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00347 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_3fbcf71bad469ff0	M8SID_50e949b2f6a4c494	M8SID_8850a7f387c57a62	Работа c маркетплейсом: отчеты и аналитика	отчет для селлеров	ANCHOR_TO_NONANCHOR	NONE	M9BRQ_003_8850a7f387c57a62	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_3fbcf71bad469ff0 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00348 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_40060fce66c75fc1	M8SID_b2c582967d3dea97	M8SID_dd5178f08e076841	Как читать финансовый отчет WILDBERRIES за 5 минут?	Как читать финансовый отчёт Wildberries и сверять итоговую сумму	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_40060fce66c75fc1 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00349 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_404eb8dc37c0ddc5	M8SID_a5452022da8e1c54	M8SID_df79f0c3371689ed	Аналитика Wildberries: отчёты, метрики и дашборды продавца	Отчёт о продажах Wildberries: как читать и выгружать	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_404eb8dc37c0ddc5 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00350 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_40595589e2d10fa7	M8SID_21a051e61744f9fa	M8SID_dd5178f08e076841	Сверка отчётов и выплат Wildberries: статусы, источники и контрольные суммы	Как читать финансовый отчёт Wildberries и сверять итоговую сумму	NONANCHOR_TO_NONANCHOR	NONE	NONE	YES	MISSING_SAFE_EXACT_QUERY_AUTHORITY	HOLD_NO_SAFE_EXACT_QUERY_AUTHORITY	Unanchored endpoint(s) have only page-title/source-derived or ambiguous query forms; no safe exact query with positive current HOLD gain exists.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_ACCEPTED_EXACT_QUERY_AUTHORITY_OR_LATER_CAUSAL_EVIDENCE	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_40595589e2d10fa7 | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00351 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
M9PAIR_4070168f05a1e5ca	M8SID_83f33ee4e629a7c9	M8SID_d9a5cc3e810be381	Как читать финансовый отчёт Wildberries и Ozon	отчеты для селлеров маркетплейсов	ANCHOR_TO_ANCHOR	M9BRW2Q_010_83f33ee4e629a7c9	M4QR2Q00012	YES	CURRENT_EXACT_SEARCH_ALREADY_PRESENT	TERMINAL_CURRENT_SEARCH_CONFLICT	Both accepted exact current Search snapshots exist; repeating either query in the same context has no proven incremental boundary information.	CARRY_SEARCH_ONLY_HOLD_TO_M10A	NEW_CURRENT_SEARCH_EVIDENCE_OR_NEW_ACCEPTED_AUTHORITY	docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_PAIRWISE_CLUSTER_EVIDENCE.tsv#M9PAIR_4070168f05a1e5ca | docs/seo/work_return/M9_BOUNDARY_RESOLUTION_FULL_RERUN_2026-09-24_R2/M9_HOLD_BOUNDARY_LEDGER.tsv#M9HOLD_00352 | docs/seo/M9_BOUNDARY_RESOLUTION_SEARCH_ANCHOR_MAP_2026-09-24_R2.tsv	Accepted M9 HOLD persists; no merge/split/page owner is inferred by terminal classification.
