hold_id	pair_id	semantic_identity_id_a	semantic_identity_id_b	cluster_id_a	cluster_id_b	pair_reason_code	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m10a	reopen_trigger	claim_boundary
M9HOLD_00422	M9PAIR_4b0efb7db73b3b11	M8SID_544e197891683f4c	M8SID_a0b46005e544f2a9	M9CL_261f95ceaf310c3a	M9CL_b9a650f7e0f5ffc5	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Аналитика продавца Wildberries: как читать отчёты и находить точки роста' and 'Аналитика комиссии Wildberries: отчёты, сверка и контроль аномалий' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00423	M9PAIR_4b26c9e27e6e3b84	M8SID_1d9b00510d4544c8	M8SID_b5ea13003e4c370e	M9CL_d6e9196cf6453986	M9CL_2f145a3b5c056ace	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Управление остатками на Wildberries: как использовать отчёт «История остатков»' and 'где скачать отчет о выкупах маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00424	M9PAIR_4b271c58077e716f	M8SID_4a1030b3d8bdd2d5	M8SID_d7ea4f8099802690	M9CL_3f05678ef9d62960	M9CL_da3ff89bebbefd96	H_ONE_SERP_INSUFFICIENT	One honest shared user answer for 'подключить ии к маркетплейсу' and 'Интеграция ChatGPT (OpenAI) и Wildberries' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_ONE_SERP_INSUFFICIENT; M4QR2Q00037:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00425	M9PAIR_4b62ffced3a130ea	M8SID_81d8f3590bddaaab	M8SID_ce5c460b3a2124bb	M9CL_e8585808991d65bd	M9CL_32544b5109994d76	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'Как построить воронку продаж на маркетплейсе' and 'Воронка продаж на Wildberries: как сравнивать периоды и показатели площадки' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_018_81d8f3590bddaaab:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00426	M9PAIR_4c27170947d87345	M8SID_7c23963a6f4bc9db	M8SID_b494df2d754aba5f	M9CL_653a524075c126d1	M9CL_f667a169d39bce9d	H_GENERIC_SPECIFIC_UNRESOLVED	One honest shared user answer for 'Сверка отчетов с Ozon' and 'Отчет «География» в разделах «Продавцы» и «Бренды»' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_GENERIC_SPECIFIC_UNRESOLVED; M9BRQ_010_7c23963a6f4bc9db:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00427	M9PAIR_4c8c240de60b3caf	M8SID_17638a451bed5dec	M8SID_c9cbb3939920b7ee	M9CL_c055b49c1d4038d9	M9CL_ed2d7aae5a2e620a	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'сервис внутренней аналитики маркетплейсов' and 'сервис аналитики маркетплейсов' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 2; Top20 5; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_012_17638a451bed5dec:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M4QR2Q00042:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00428	M9PAIR_4c8d6860dc8c58bb	M8SID_b5ddcf597a798e80	M8SID_c673d63396e872d3	M9CL_6950959fa0c762cf	M9CL_896f32bed9216251	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Удержания рядом с комиссией Wildberries: как разделить начисления в отчёте' and 'Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00429	M9PAIR_4ca13ae2088b664d	M8SID_24825275388a8170	M8SID_e008cf0c1b28b363	M9CL_994f2db1cb2d47e9	M9CL_b89a6fbc6bd8bb18	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'нейросеть для работы с маркетплейсами' and 'аналитика маркетплейсов с ии' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 0; Top20 3; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_003_24825275388a8170:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_007_e008cf0c1b28b363:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00430	M9PAIR_4cedf2545379810a	M8SID_0943a1068e9402f4	M8SID_c673d63396e872d3	M9CL_5807efab0bbb4b64	M9CL_896f32bed9216251	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'загрузка отчетов с маркетплейсов' and 'Внутренняя аналитика WILDBERRIES. Как читать отчеты в личном кабинете?' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00025:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00431	M9PAIR_4d0b5e4d15f47bad	M8SID_853c71e68bd46c94	M8SID_c9ca51837b06e207	M9CL_af749ec09b819751	M9CL_c01618f4f985c5a6	H_NO_BILATERAL_SERP_SAME_TASK	One honest shared user answer for 'Аналитика вайлдберриз: в каком отчете верные данные' and 'Отчёт «Поисковые запросы на WB»' remains unproved under frozen task/intent/scope/product boundaries.	NO_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_NO_BILATERAL_SERP_SAME_TASK; NO_CURRENT_EXACT_SERP.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00432	M9PAIR_4d31161281d0691c	M8SID_3ac8d30877f874f9	M8SID_6abd740c63a2528a	M9CL_2bf4cc28a5b1b541	M9CL_d3c8e648c51f98ec	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'сервисы аналитики маркетплейсов топ' and 'аналитика маркетплейсов сервис' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 1; Top20 3; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_022_3ac8d30877f874f9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_018_6abd740c63a2528a:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00433	M9PAIR_4d3f56b0c2be260c	M8SID_b5ea13003e4c370e	M8SID_fec20a96bbee4f45	M9CL_2f145a3b5c056ace	M9CL_1590e99dd5f53a49	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'где скачать отчет о выкупах маркетплейсов' and 'Статистика и аналитика продаж на Wildberries' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00434	M9PAIR_4d7be615b43a013e	M8SID_b5ea13003e4c370e	M8SID_ed858336de500ab2	M9CL_2f145a3b5c056ace	M9CL_2637e53fc435b258	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'где скачать отчет о выкупах маркетплейсов' and 'Внутренняя аналитика Wildberries: карта отчётов и еженедельный разбор' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRW2Q_008_b5ea13003e4c370e:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00435	M9PAIR_4da3fb470f1b4ded	M8SID_3ebb28124694e272	M8SID_def0afbc32106614	M9CL_4a7d76c662c7f172	M9CL_50d7bf9bbe2a0dff	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'отчеты продаж маркетплейсов' and 'Сводный отчёт по продавцу' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M4QR2Q00036:RU225:TOP100.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00436	M9PAIR_4dcf58063cfd95b2	M8SID_c4d7f4ca514dc5fd	M8SID_def0afbc32106614	M9CL_3e9cae524f2ba50c	M9CL_50d7bf9bbe2a0dff	H_MIXED_INTENT_BOUNDARY	One honest shared user answer for 'ии анализ продаж маркетплейсов' and 'Сводный отчёт по продавцу' remains unproved under frozen task/intent/scope/product boundaries.	ONE_CURRENT_SERP; Top10 exact URL overlap NA_NOT_COMPARABLE; Top20 NA_NOT_COMPARABLE; reason H_MIXED_INTENT_BOUNDARY; M9BRQ_006_c4d7f4ca514dc5fd:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
M9HOLD_00437	M9PAIR_4de167aea6070bd1	M8SID_17638a451bed5dec	M8SID_3ac8d30877f874f9	M9CL_c055b49c1d4038d9	M9CL_2bf4cc28a5b1b541	H_SEARCH_EVIDENCE_CONFLICT	One honest shared user answer for 'сервис внутренней аналитики маркетплейсов' and 'сервисы аналитики маркетплейсов топ' remains unproved under frozen task/intent/scope/product boundaries.	BOTH_CURRENT_SERP; Top10 exact URL overlap 1; Top20 5; reason H_SEARCH_EVIDENCE_CONFLICT; M9BRQ_012_17638a451bed5dec:RU225:TOP100:ACCEPTED_TOP20_PROJECTION | M9BRQ_022_3ac8d30877f874f9:RU225:TOP100:ACCEPTED_TOP20_PROJECTION.	Accepted distinct page-satisfaction proof or resolving exact current Search/task/product evidence; URL count alone is insufficient.	Frozen user task/intent/product/scope remain compatible or ambiguous and evidence cannot license merge or split.	YES	Accepted resolution of exact pair after full M9 rerun or separately governed evidence; no one-pair patch.	Material pair HOLD blocks retained cluster state; not a provisional URL/page owner.
