occurrence_index	snapshot_id	snapshot_timestamp	extraction_chunk_id	extraction_chunk_status	source_collection_url	raw_href	absolute_url	normalized_identity	identity_class	duplicate_occurrence_rank	first_occurrence_index	unique_or_duplicate	reconciliation_state	accepted_identity_source	r5_url_id	retained_occurrence_id	retained_collection_index	observed_date	observed_title	observed_excerpt	observed_tags	original_extraction_batch	first_seen_provenance
2099	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/prilozheniya-ozon-udaleny-iz-google-play	https://uniseller.io/blog/prilozheniya-ozon-udaleny-iz-google-play	https://uniseller.io/blog/prilozheniya-ozon-udaleny-iz-google-play	ARTICLE	1	2099	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02086	R5O02099	2098	15 августа 2026	Приложения Ozon исчезли из Google Play: что это значит для селлеров	Google Play удалил приложения Ozon, Ozon fresh и Ozon Travel из-за санкций Великобритании. Разбираемся, как это отразится на продавцах и пок	Ozon,маркетплейсы,Google Play,селлеры,санкции,приложения	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2100	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/etrn-s-1-sentyabrya-perekhod-kasaetsya-kazhdogo-sellera	https://uniseller.io/blog/etrn-s-1-sentyabrya-perekhod-kasaetsya-kazhdogo-sellera	https://uniseller.io/blog/etrn-s-1-sentyabrya-perekhod-kasaetsya-kazhdogo-sellera	ARTICLE	1	2100	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02087	R5O02100	2099	15 августа 2026	ЭТрН с 1 сентября: почему переход касается каждого селлера, а не только перевозчиков	С 1 сентября 2026 года электронные перевозочные документы становятся обязательными для всех юрлиц. Но, по словам Данила Скворцова из «Петров	ЭТрН,электронные перевозочные документы,маркетплейсы,селлеры,логистика,Петрович,налоговые изменения,ГосЛог	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2101	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/pizza-hut-prodana-kak-legendarnaya-set-poteryala-liderstvo	https://uniseller.io/blog/pizza-hut-prodana-kak-legendarnaya-set-poteryala-liderstvo	https://uniseller.io/blog/pizza-hut-prodana-kak-legendarnaya-set-poteryala-liderstvo	ARTICLE	1	2101	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02088	R5O02101	2100	15 августа 2026	Pizza Hut продана: как легендарная сеть потеряла лидерство	Yum! Brands продала Pizza Hut за $2,7 млрд после десяти кварталов падения продаж. Разбираем, как сеть, которая первой в США запустила онлайн	маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,налоги,проблемы,фнс,акции,товары,сервисы	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2102	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/progress-rd-centr-detskoe-pitanie	https://uniseller.io/blog/progress-rd-centr-detskoe-pitanie	https://uniseller.io/blog/progress-rd-centr-detskoe-pitanie	ARTICLE	1	2102	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02089	R5O02102	2101	15 августа 2026	«Прогресс» открыл первый отечественный R&D-центр в детском питании: что это значит для рынка	Компания «Прогресс» (бренд «ФрутоНяня») запустила в Липецке полностью отечественную лабораторию инноваций. Рассказываем, почему это важно дл	детское питание,R&D-центр,Прогресс,ФрутоНяня,маркетплейсы,селлеры	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2103	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/zomery-i-millenialy-na-rynke-truda-chto-eto-znachit-dlya-sellerov	https://uniseller.io/blog/zomery-i-millenialy-na-rynke-truda-chto-eto-znachit-dlya-sellerov	https://uniseller.io/blog/zomery-i-millenialy-na-rynke-truda-chto-eto-znachit-dlya-sellerov	ARTICLE	1	2103	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02090	R5O02103	2102	15 августа 2026	Зумеры и миллениалы правят рынком труда: что это значит для селлеров	Две трети соискателей в России — зумеры и миллениалы. Они хотят удаленку и гибкий график. Разбираем, как это влияет на найм в e-commerce и н	маркетплейсы,wildberries,ozon,яндекс маркет,продажи,селлер,налоги,проблемы,фнс,акции,товары,сервисы	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2104	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/razreshitelnyj-rezhim-na-marketplejsah	https://uniseller.io/blog/razreshitelnyj-rezhim-na-marketplejsah	https://uniseller.io/blog/razreshitelnyj-rezhim-na-marketplejsah	ARTICLE	1	2104	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02091	R5O02104	2103	15 августа 2026	Разрешительный режим на маркетплейсах: 3 точки проверки, о которых селлер узнаёт последним	Поставку развернули на приёмке, карточку заблокировали — за этими бедами стоит один механизм: маркированный товар проверяется автоматически		DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2105	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/markirovka-chestny-znak-pechat-nanesenie-kodov	https://uniseller.io/blog/markirovka-chestny-znak-pechat-nanesenie-kodov	https://uniseller.io/blog/markirovka-chestny-znak-pechat-nanesenie-kodov	ARTICLE	1	2105	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02092	R5O02105	2104	15 августа 2026	Маркировка «Честный ЗНАК»: как напечатать и нанести коды без потери партии	Коды заказаны, этикетки наклеены, а сканер на приёмке маркетплейса их не берёт. Разбираем, где партии застревают чаще всего и как провести т	маркировка,честный знак,data matrix,селлеры,маркетплейсы,фулфилмент	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2106	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/ozon-lizing-pek-sdelka-400-mln	https://uniseller.io/blog/ozon-lizing-pek-sdelka-400-mln	https://uniseller.io/blog/ozon-lizing-pek-sdelka-400-mln	ARTICLE	1	2106	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02093	R5O02106	2105	15 августа 2026	Ozon Лизинг и ПЭК: сделка на 400 млн рублей, которая меняет правила игры	«Ozon Лизинг» и ПЭК заключили сделку на 400 млн рублей, передав в лизинг более 500 единиц транспорта. Разбираем, почему это важно для селлер	Ozon,ПЭК,логистика,лизинг,маркетплейсы,селлеры	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2107	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/ozon-otmenyaet-platu-za-obrabotku-korobok-i-palet	https://uniseller.io/blog/ozon-otmenyaet-platu-za-obrabotku-korobok-i-palet	https://uniseller.io/blog/ozon-otmenyaet-platu-za-obrabotku-korobok-i-palet	ARTICLE	1	2107	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02094	R5O02107	2106	14 августа 2026	Ozon отменяет плату за обработку коробок и палет: что это значит для селлеров	С 1 сентября Ozon перестанет взимать плату за обработку коробок и палет на складах. Разбираемся, кто выиграет от нововведения и как это повл	Ozon,логистика,селлеры,маркетплейсы,FBO	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2108	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/kak-zafiksirovat-vygodnyj-tarif-ozon	https://uniseller.io/blog/kak-zafiksirovat-vygodnyj-tarif-ozon	https://uniseller.io/blog/kak-zafiksirovat-vygodnyj-tarif-ozon	ARTICLE	1	2108	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02095	R5O02108	2107	14 августа 2026	Как зафиксировать выгодный тариф Ozon до роста цен	Ozon готовит повышение тарифов на логистику и хранение. Рассказываем, как селлеру заранее зафиксировать текущие условия и сэкономить до 30%	ozon,тарифы,логистика,селлерам,маркетплейсы	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2109	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/kak-sekonomit-na-vyezde-kurera-kross-doking-na-ozon	https://uniseller.io/blog/kak-sekonomit-na-vyezde-kurera-kross-doking-na-ozon	https://uniseller.io/blog/kak-sekonomit-na-vyezde-kurera-kross-doking-na-ozon	ARTICLE	1	2109	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02096	R5O02109	2108	14 августа 2026	Как сэкономить на выезде курьера: кросс-докинг на Ozon	Разбираемся, как логистическая схема кросс-докинга помогает селлерам Ozon сократить расходы на выезд курьера и ускорить поставки. Конкретные	маркетплейсы,ozon,кросс-докинг,логистика,селлер,экономия	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2110	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/ozon-global-selection-kak-prodavat-za-rubezhom	https://uniseller.io/blog/ozon-global-selection-kak-prodavat-za-rubezhom	https://uniseller.io/blog/ozon-global-selection-kak-prodavat-za-rubezhom	ARTICLE	1	2110	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02097	R5O02110	2109	14 августа 2026	Ozon Global Selection: как продавать за рубежом и не потерять деньги	Ozon Global Selection открывает доступ к покупателям из 70+ стран. Разбираем, как устроена витрина, какие комиссии ждут селлеров и почему эт	ozon,маркетплейсы,экспорт,селлер,продажи	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2111	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/reiting-prodavtsa-ozon-novye-tarify	https://uniseller.io/blog/reiting-prodavtsa-ozon-novye-tarify	https://uniseller.io/blog/reiting-prodavtsa-ozon-novye-tarify	ARTICLE	1	2111	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02098	R5O02111	2110	14 августа 2026	Рейтинг продавца на Ozon: как новые тарифы меняют правила игры	Ozon меняет подход к тарифам: теперь стоимость услуг зависит от рейтинга продавца. Разбираем, как устроена новая система и что делать селлер	ozon,рейтинг продавца,тарифы,маркетплейсы,селлеры,продвижение,налоги	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2112	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/yandex-muzyka-ii-markirovka-dlya-sellerov	https://uniseller.io/blog/yandex-muzyka-ii-markirovka-dlya-sellerov	https://uniseller.io/blog/yandex-muzyka-ii-markirovka-dlya-sellerov	ARTICLE	1	2112	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02099	R5O02112	2111	14 августа 2026	Яндекс Музыка будет маркировать ИИ-треки: что это значит для селлеров	Яндекс официально подтвердил планы по маркировке нейросетевой музыки в Яндекс Музыке. Разбираемся, как это повлияет на контент, рекламу и пр	маркетплейсы,яндекс,ии,музыка,селлеры	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2113	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/max-posle-udaleniya-gde-skachat-i-kak-ustanovit	https://uniseller.io/blog/max-posle-udaleniya-gde-skachat-i-kak-ustanovit	https://uniseller.io/blog/max-posle-udaleniya-gde-skachat-i-kak-ustanovit	ARTICLE	1	2113	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02100	R5O02113	2112	14 августа 2026	Max после удаления из Google Play и App Store: где скачать и как установить	Российский мессенджер Max исчез из Google Play и App Store, но это не значит, что им нельзя пользоваться. Разбираем, где безопасно скачать п		DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
2114	UNISELLER_BLOG_R5_20260921T132714781Z	2026-09-21T13:27:14.781Z	R5A_CHUNK_009	RECONSTRUCTED_SUCCESS	https://uniseller.io/blog/	/blog/ozon-vykup-tovarov-dlya-yurlic	https://uniseller.io/blog/ozon-vykup-tovarov-dlya-yurlic	https://uniseller.io/blog/ozon-vykup-tovarov-dlya-yurlic	ARTICLE	1	2114	FIRST_OCCURRENCE	R5_NEW_TERMINAL_IDENTITY	NOT_APPLICABLE	M4B1R5U02101	R5O02114	2113	14 августа 2026	Ozon запустил выкуп товаров для юрлиц: что это значит для селлеров	Ozon запустил выкуп товаров для продаж юрлицам. Разбираем, как это работает и какие возможности открываются перед селлерами.	Ozon,маркетплейсы,селлеры,B2B,выкуп товаров,юрлица	DOM_BATCH_05	PUBLIC_UNISELLER_BLOG_DOM_2026-09-21
