semantic_identity_id	hold_class	exact_unknown	current_evidence	missing_evidence	why_not_guess	blocking_for_m9	reopen_trigger	claim_boundary
M8SID_f9932ad32ca211d1	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05315:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_c30344288332ae1e	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02890:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_e2ce3f9ab0bb150a	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00255:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_cd9c61fde30e8b61	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC05018:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_8d4611d94085a683	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00091:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_e6214ac069e6f267	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC03849:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_f6df27f26b8a5f91	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00926:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_390f76b53adcfd6c	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00778:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_ae04770333f618b8	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04415:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_8d4ca55ae91cba79	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01838:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_c7707887b470df50	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04047:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_57c745bebb76f16b	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02874:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_bff6b40366666180	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02615:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_87845e3ac8e909a4	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02475:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_a327ed884b1b6d84	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04431:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_66e37b225f8f6828	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04620:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_929094b38984e86b	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC01820:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_2c60a5816d4b2be6	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=RECOVERED_TARGETED_PAGE_AND_COMPETITOR_WORDING; m6=M6SRC06097:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_1db727e97f387953	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC02863:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_3e6da04de91efa47	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00378:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_f0fbabb337e33cd5	H_M6_SOURCE_IDENTITY	Clarify the source wording and seller task without semantic rewriting	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC00790:HOLD_AMBIGUOUS	Clarify the source wording and seller task without semantic rewriting	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Clarify the source wording and seller task without semantic rewriting	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
M8SID_95ee28dbad9df3f6	H_COMPETITOR_ONLY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	demand=NO_ACCEPTED_WORDSTAT_EVIDENCE; search=NO_EXACT_ORGANIC_QUERY_OBSERVATION; competitor=PUBLIC_COMPETITOR_WORDING; m6=M6SRC04566:NO_INCREMENTAL_INFORMATION_GAIN	Public competitor wording alone cannot prove demand, referent and Octoport product fit	No exact frozen authority resolves the named referent/task/capability conflict.	YES_FOR_THIS_IDENTITY	Public competitor wording alone cannot prove demand, referent and Octoport product fit	Search-only semantic identity; no final cluster/page/URL/IA. Competitor and Search observations do not prove demand or product capability.
